Page,total_views,total_sessions,total_users,total_conversions,avg_drop_off,conversion_rate
小野友樹_ja.wikipedia.org_desktop_all-agents,328331,803,553,803,-0.06509099457486894,1.0
アソシアソン・シャペコエンセ・ジ・フチボウ_ja.wikipedia.org_all-access_all-agents,328206,803,548,225,-inf,0.28019925280199254
"Гусман,_Юлий_Соломонович_ru.wikipedia.org_mobile-web_all-agents",327886,803,564,768,-0.5905843142474687,0.9564134495641345
長谷川穂積_ja.wikipedia.org_mobile-web_all-agents,326680,803,537,755,-0.3292862363376485,0.9402241594022416
"Макарова,_Инна_Владимировна_ru.wikipedia.org_desktop_all-agents",325747,803,547,803,-0.17862897166046846,1.0
カール・ルイス_ja.wikipedia.org_all-access_all-agents,322973,803,539,748,-0.13583036012557537,0.9315068493150684
封神传奇_zh.wikipedia.org_all-access_all-agents,322110,803,559,500,-inf,0.6226650062266501
茅野愛衣_zh.wikipedia.org_desktop_all-agents,321964,803,563,803,-0.035591025650590524,1.0
Acide_chlorhydrique_fr.wikipedia.org_desktop_all-agents,321900,803,554,802,-0.07617560442566382,0.9987546699875467
Alexandra_Maria_Lara_de.wikipedia.org_mobile-web_all-agents,321375,803,549,797,-0.3603098207038475,0.9925280199252802
Fanny_Ardant_fr.wikipedia.org_mobile-web_all-agents,320705,803,555,690,-0.41102055123737885,0.8592777085927771
Milli_Vanilli_de.wikipedia.org_all-access_all-agents,320273,803,576,803,-0.31585016048720654,1.0
France_national_football_team_en.wikipedia.org_all-access_spider,319100,803,531,654,-0.10725837158131855,0.8144458281444583
Ammen-Dornfinger_de.wikipedia.org_all-access_all-agents,318038,803,546,557,-0.12739607188903843,0.6936488169364882
羽毛球_zh.wikipedia.org_all-access_all-agents,317309,803,563,803,-0.03885468900448765,1.0
Parques_nacionales_naturales_de_Colombia_es.wikipedia.org_desktop_all-agents,317120,803,545,689,-0.16741942939227109,0.8580323785803238
Голодные_игры:_Сойка-пересмешница._Часть_1_ru.wikipedia.org_mobile-web_all-agents,316641,803,547,744,-0.1075399198192074,0.9265255292652553
Codeína_es.wikipedia.org_desktop_all-agents,315923,803,567,803,-0.04401636085857212,1.0
超級槍彈辯駁2_再會了絕望學園_zh.wikipedia.org_all-access_all-agents,315281,803,538,772,-0.05055540056972262,0.9613947696139477
孔明_(藝人)_zh.wikipedia.org_all-access_all-agents,315202,803,556,423,-inf,0.526774595267746
"Киселёв,_Владимир_Владимирович_ru.wikipedia.org_mobile-web_all-agents",315028,803,535,675,-0.20963829785259214,0.8405977584059776
Nintendo_de.wikipedia.org_desktop_all-agents,314735,803,543,803,-0.07750550809244196,1.0
Группы_смерти_ru.wikipedia.org_mobile-web_all-agents,313203,803,568,279,-inf,0.34744707347447074
Uwe_Friedrichsen_de.wikipedia.org_all-access_all-agents,311986,803,552,761,-0.8970904298144161,0.9476961394769614
遺憾拼圖_zh.wikipedia.org_desktop_all-agents,311856,803,550,502,-inf,0.6251556662515566
Ein_Herz_und_eine_Seele_de.wikipedia.org_mobile-web_all-agents,311671,803,541,776,-0.35715703266923715,0.9663760896637609
Sexuelle_Übergriffe_in_der_Silvesternacht_2015/16_de.wikipedia.org_all-access_all-agents,311596,803,537,586,-inf,0.7297633872976339
麻将_zh.wikipedia.org_all-access_all-agents,310926,803,553,803,-0.014151026190501233,1.0
愛·回家之開心速遞_zh.wikipedia.org_mobile-web_all-agents,310871,803,563,245,-inf,0.30510585305105853
Madère_fr.wikipedia.org_desktop_all-agents,310084,803,539,803,-0.025796429050277823,1.0
Valerie_Niehaus_de.wikipedia.org_mobile-web_all-agents,309560,803,528,561,-1.016477360550694,0.6986301369863014
Etnocentrismo_es.wikipedia.org_desktop_all-agents,305628,803,553,778,-0.11766453658924433,0.9688667496886675
Vatertag_de.wikipedia.org_desktop_all-agents,305099,803,553,417,-0.15046953696245802,0.5193026151930261
Достопримечательности_Москвы_ru.wikipedia.org_desktop_all-agents,303077,803,542,790,-0.048686590560105,0.9838107098381071
唐吉訶德·多佛朗明哥_zh.wikipedia.org_desktop_all-agents,302069,803,577,803,-0.03705887972284364,1.0
Occitanie_fr.wikipedia.org_all-access_all-agents,301800,803,541,803,-0.05491299126393572,1.0
アヴィラ_(芸能プロダクション)_ja.wikipedia.org_all-access_all-agents,301660,803,535,790,-0.45221206804264014,0.9838107098381071
Hubschrauber_de.wikipedia.org_desktop_all-agents,299986,803,552,803,-0.06596070465245951,1.0
蘇見信_zh.wikipedia.org_all-access_all-agents,298012,803,560,530,-0.060951096121232076,0.660024906600249
Aïd_Moubarak_fr.wikipedia.org_all-access_all-agents,297472,803,561,109,-0.2075986571283336,0.1357409713574097
Варяги_ru.wikipedia.org_mobile-web_all-agents,297300,803,541,803,-0.01919726668661696,1.0
兒童節_zh.wikipedia.org_all-access_all-agents,295962,803,532,457,-0.10056384667478772,0.5691158156911582
Conseil_constitutionnel_(France)_fr.wikipedia.org_desktop_all-agents,295708,803,558,782,-0.06183958651646458,0.9738480697384807
Carole_Bouquet_fr.wikipedia.org_mobile-web_all-agents,294858,803,560,781,-0.3821721405937364,0.9726027397260274
Équipe_du_Brésil_de_football_fr.wikipedia.org_mobile-web_all-agents,292981,803,548,803,-0.041894876129669766,1.0
Candace_Cameron_Bure_de.wikipedia.org_all-access_all-agents,292456,803,556,570,-0.14358913972835097,0.709838107098381
Records_du_monde_d'athlétisme_fr.wikipedia.org_all-access_all-agents,291932,803,549,800,-0.03835689906269139,0.9962640099626401
Category:Sitting_sex_positions_commons.wikimedia.org_all-access_all-agents,290817,803,555,803,-0.006384265714249368,1.0
"Вырубова,_Анна_Александровна_ru.wikipedia.org_all-access_all-agents",290422,803,558,799,-0.06159565414973152,0.9950186799501868
ホタル_ja.wikipedia.org_mobile-web_all-agents,289987,803,559,692,-0.057441947780666386,0.8617683686176837
Tom_Hiddleston_fr.wikipedia.org_mobile-web_all-agents,289013,803,552,788,-0.10957365875849388,0.9813200498132005
沙特阿拉伯_zh.wikipedia.org_desktop_all-agents,288870,803,555,803,-0.040046350032927,1.0
CHAGE_and_ASKA_ja.wikipedia.org_desktop_all-agents,288221,803,559,803,-0.06815799673773244,1.0
Dirk_Bach_de.wikipedia.org_mobile-web_all-agents,287935,803,551,792,-0.20487392759394718,0.9863013698630136
Wenn_ich_bleibe_(Film)_de.wikipedia.org_all-access_all-agents,287766,803,548,801,-0.09400197792920179,0.9975093399750934
陸貞傳奇_zh.wikipedia.org_desktop_all-agents,287492,803,548,803,-0.02780600451447144,1.0
宇智波佐助_zh.wikipedia.org_desktop_all-agents,286531,803,542,803,-0.02093892564210611,1.0
Installation_www.mediawiki.org_desktop_all-agents,285482,803,564,803,-0.044065592608289746,1.0
長井秀和_ja.wikipedia.org_mobile-web_all-agents,285434,803,553,801,-0.30608454599615076,0.9975093399750934
Werner_Forssmann_en.wikipedia.org_desktop_all-agents,285426,803,550,190,-1.8936292219766453,0.23661270236612703
Ice_Age_es.wikipedia.org_mobile-web_all-agents,284975,803,550,803,-0.10997294459520006,1.0
Chris_Pine_de.wikipedia.org_desktop_all-agents,284965,803,559,803,-0.06883539479381023,1.0
UFC_Fight_Night:_Whittaker_vs._Brunson_en.wikipedia.org_desktop_all-agents,283496,803,557,270,-inf,0.33623910336239105
秦莊襄王_zh.wikipedia.org_all-access_all-agents,281918,803,558,677,-0.02497146659617289,0.8430884184308842
Cœur_de_pirate_fr.wikipedia.org_desktop_all-agents,281230,803,555,802,-0.06840292210738343,0.9987546699875467
Baloncesto_en_los_Juegos_Olímpicos_de_Río_de_Janeiro_2016_es.wikipedia.org_all-access_all-agents,280699,803,566,336,-0.07226588181716184,0.41843088418430885
César_du_cinéma_fr.wikipedia.org_all-access_all-agents,280631,803,541,798,-0.10521115403420454,0.9937733499377335
Древнерусская_литература_ru.wikipedia.org_all-access_all-agents,280200,803,541,585,-0.06960938922493788,0.7285180572851806
山本功児_ja.wikipedia.org_desktop_all-agents,279340,803,542,170,-1.5265600839918183,0.21170610211706103
Qualifications_à_la_Coupe_d'Afrique_des_nations_de_football_2017_fr.wikipedia.org_all-access_all-agents,277824,803,554,443,-0.07997924696629806,0.5516811955168119
ラーマ9世_ja.wikipedia.org_desktop_all-agents,277476,803,533,757,-0.08290009274086485,0.9427148194271482
動物戰隊獸王者_zh.wikipedia.org_desktop_all-agents,277346,803,541,675,-inf,0.8405977584059776
Катастрофа_Ту-154_под_Донецком_ru.wikipedia.org_desktop_all-agents,277015,803,548,785,-0.1653157921968775,0.9775840597758406
Diskussion:Daniele_Ganser_de.wikipedia.org_desktop_all-agents,276778,803,570,449,-0.2623408642940981,0.5591531755915318
千秋_(タレント)_ja.wikipedia.org_desktop_all-agents,276683,803,551,803,-0.29429209934645967,1.0
Urgences_(série_télévisée)_fr.wikipedia.org_desktop_all-agents,276658,803,545,801,-0.04959356490675366,0.9975093399750934
美人心計_zh.wikipedia.org_desktop_all-agents,276300,803,553,803,-0.032158250678861355,1.0
WWE_Money_in_the_Bank_es.wikipedia.org_mobile-web_all-agents,276191,803,559,644,-0.06018350234838727,0.8019925280199253
建国記念日_ja.wikipedia.org_all-access_all-agents,275094,803,545,688,-0.04979092995152921,0.8567870485678705
宇野昌磨_ja.wikipedia.org_desktop_all-agents,274660,803,556,651,-0.14086419486972698,0.8107098381070984
Karin_Viard_fr.wikipedia.org_mobile-web_all-agents,271994,803,541,759,-0.36816280106351973,0.9452054794520548
Клещевой_энцефалит_ru.wikipedia.org_mobile-web_all-agents,271821,803,562,726,-0.027858150896861195,0.9041095890410958
德州仪器_zh.wikipedia.org_desktop_all-agents,270728,803,560,85,-5.638386266982193,0.10585305105853052
Bangtan_Boys_fr.wikipedia.org_mobile-web_all-agents,269379,803,564,643,-inf,0.800747198007472
Политические_партии_России_ru.wikipedia.org_mobile-web_all-agents,268827,803,547,702,-0.05532576528300429,0.8742216687422167
Commons:Wiki_Loves_Earth_2016_in_Australia_commons.wikimedia.org_all-access_all-agents,267837,803,555,37,-inf,0.0460772104607721
購物王路易_zh.wikipedia.org_mobile-web_all-agents,267220,803,544,424,-inf,0.5280199252801993
"Вокс-Бурмистрова,_Алиса_Михайловна_ru.wikipedia.org_desktop_all-agents",267091,803,563,567,-inf,0.7061021170610212
Elizabeth_II_en.wikipedia.org_all-access_spider,266979,803,558,759,-0.1843445924262445,0.9452054794520548
Ubuntu_fr.wikipedia.org_desktop_all-agents,264038,803,557,803,-0.03541658486742186,1.0
Ironman_fr.wikipedia.org_desktop_all-agents,263984,803,545,803,-0.04806585379455721,1.0
España_en_los_Juegos_Olímpicos_es.wikipedia.org_mobile-web_all-agents,263672,803,557,209,-0.080531950142862,0.2602739726027397
日馬富士公平_ja.wikipedia.org_desktop_all-agents,263374,803,547,569,-0.11994110877065073,0.7085927770859277
The_Missing_(série_télévisée)_fr.wikipedia.org_all-access_all-agents,262494,803,542,456,-0.12519420156105504,0.5678704856787049
Летние_Олимпийские_игры_ru.wikipedia.org_mobile-web_all-agents,262229,803,568,801,-0.04168826392145887,0.9975093399750934
甘味人生_zh.wikipedia.org_all-access_spider,262155,803,535,657,-0.3162998082481183,0.8181818181818182
金剛：骷髏島_zh.wikipedia.org_mobile-web_all-agents,261502,803,561,270,-inf,0.33623910336239105
足立康史_ja.wikipedia.org_desktop_all-agents,260256,803,552,445,-0.4416865461833841,0.5541718555417185
Chepe_Fortuna_es.wikipedia.org_mobile-web_all-agents,260019,803,557,728,-0.0817367001218604,0.9066002490660025
Trainspotting_–_Neue_Helden_de.wikipedia.org_desktop_all-agents,259239,803,549,799,-0.10010067874192644,0.9950186799501868
梁文音_zh.wikipedia.org_all-access_all-agents,259054,803,551,803,-0.08534658312461199,1.0
Electro_Dépôt_fr.wikipedia.org_mobile-web_all-agents,258943,803,554,623,-0.040354229057357416,0.775840597758406
宮澤エマ_ja.wikipedia.org_desktop_all-agents,258906,803,569,618,-inf,0.7696139476961394
袁偉豪_zh.wikipedia.org_mobile-web_all-agents,258896,803,548,676,-0.10271712104872457,0.8418430884184309
Blandine_Bellavoir_fr.wikipedia.org_all-access_all-agents,258870,803,545,472,-0.3763378208061347,0.5877957658779577
Присоединение_Крыма_к_России_(2014)_ru.wikipedia.org_desktop_all-agents,257796,803,552,284,-0.07236922981312881,0.35367372353673726
拖旅行箱的女人_zh.wikipedia.org_mobile-web_all-agents,257773,803,526,403,-inf,0.50186799501868
Чёрная_пятница_(распродажи)_ru.wikipedia.org_mobile-web_all-agents,257505,803,549,233,-0.04424408296735596,0.2901618929016189
俞承豪_zh.wikipedia.org_desktop_all-agents,256991,803,555,780,-0.06055996730264179,0.9713574097135741
Maria_I._(England)_de.wikipedia.org_desktop_all-agents,256970,803,562,803,-0.1299078219468548,1.0
李瑞鎮_zh.wikipedia.org_desktop_all-agents,256638,803,553,800,-0.0434645422248654,0.9962640099626401
Martin_Luther_fr.wikipedia.org_mobile-web_all-agents,256352,803,557,800,-0.05564051794858048,0.9962640099626401
Vasco_de_Gama_fr.wikipedia.org_mobile-web_all-agents,256003,803,568,803,-0.11465750345816432,1.0
ラ・ラ・ランド_ja.wikipedia.org_desktop_all-agents,255580,803,550,298,-inf,0.3711083437110834
賭城風雲III_zh.wikipedia.org_mobile-web_all-agents,255208,803,557,592,-inf,0.7372353673723536
Dubai_en.wikipedia.org_all-access_spider,254831,803,557,759,-0.18004561358666404,0.9452054794520548
Clémentine_Célarié_fr.wikipedia.org_mobile-web_all-agents,254456,803,543,448,-0.7218424643901354,0.5579078455790785
Walpurgisnacht_de.wikipedia.org_desktop_all-agents,254030,803,550,741,-0.03795424376813935,0.9227895392278954
潘迎紫_zh.wikipedia.org_all-access_all-agents,253331,803,549,797,-0.18568399075182107,0.9925280199252802
Laurent_Baffie_fr.wikipedia.org_desktop_all-agents,252067,803,570,803,-0.05354843479932106,1.0
Государственный_комитет_по_чрезвычайному_положению_ru.wikipedia.org_desktop_all-agents,250587,803,560,802,-0.03041292365454753,0.9987546699875467
Stralsund_(Fernsehserie)_de.wikipedia.org_all-access_all-agents,248991,803,553,471,-0.5691102879980838,0.5865504358655044
"Потапенко,_Дмитрий_Валерьевич_ru.wikipedia.org_desktop_all-agents",248943,803,562,566,-inf,0.7048567870485679
Robert_Emmet_Odlum_en.wikipedia.org_desktop_all-agents,247621,803,552,29,-11.895116053763418,0.0361145703611457
Hostel_(Film)_de.wikipedia.org_mobile-web_all-agents,247543,803,545,803,-0.15221812319017494,1.0
Null_fr.wikipedia.org_mobile-web_all-agents,247408,803,555,358,-0.09470199306988367,0.44582814445828145
Élection_présidentielle_en_France_fr.wikipedia.org_desktop_all-agents,245936,803,567,318,-0.07445141794685253,0.3960149439601494
家人之間為何這樣_zh.wikipedia.org_all-access_all-agents,245505,803,568,751,-0.038057368722937905,0.9352428393524284
南海_zh.wikipedia.org_desktop_all-agents,244314,803,554,784,-0.046487426696568086,0.9763387297633873
Kim_Jong-il_de.wikipedia.org_desktop_all-agents,242601,803,571,792,-0.13702889002704174,0.9863013698630136
Jens_Büchner_de.wikipedia.org_all-access_all-agents,242396,803,537,227,-inf,0.28268991282689915
黑嘉嘉_zh.wikipedia.org_all-access_all-agents,242079,803,536,421,-0.34014612002206257,0.5242839352428393
Pacific_Rim_(film)_fr.wikipedia.org_all-access_all-agents,242059,803,538,803,-0.11330885678440467,1.0
Gülcan_Kamps_de.wikipedia.org_mobile-web_all-agents,241829,803,555,765,-0.33024381164302147,0.9526774595267746
嫌われる勇気_ja.wikipedia.org_mobile-web_all-agents,241696,803,552,271,-inf,0.33748443337484435
錦繡緣華麗冒險_zh.wikipedia.org_mobile-web_all-agents,240320,803,560,665,-0.05538531773056588,0.8281444582814446
エアフォースワン_ja.wikipedia.org_mobile-web_all-agents,237857,803,567,661,-0.16475352029062357,0.8231631382316313
Vanessa_Guide_fr.wikipedia.org_mobile-web_all-agents,236550,803,558,637,-0.34934450624881064,0.7932752179327521
冨田リカ_ja.wikipedia.org_mobile-web_all-agents,236410,803,569,516,-0.3947461927468182,0.6425902864259029
Les_Visiteurs_:_La_Révolution_fr.wikipedia.org_desktop_all-agents,235958,803,554,548,-inf,0.6824408468244084
Juegos_Olímpicos_de_México_1968_es.wikipedia.org_desktop_all-agents,235592,803,555,750,-0.0696664247844005,0.933997509339975
Renato_Sanches_es.wikipedia.org_mobile-web_all-agents,235556,803,555,521,-inf,0.6488169364881694
普悠瑪列車_zh.wikipedia.org_desktop_all-agents,235249,803,547,803,-0.03244164744479601,1.0
Total_Recall_(2012)_de.wikipedia.org_mobile-web_all-agents,234285,803,551,310,-0.37296010477086483,0.386052303860523
K.A.R.D_zh.wikipedia.org_all-access_all-agents,234083,803,555,259,-inf,0.32254047322540474
非凡搭檔_zh.wikipedia.org_all-access_all-agents,232773,803,577,452,-inf,0.5628891656288917
Леди_Баг_и_Суперкот_ru.wikipedia.org_all-access_all-agents,232316,803,563,106,-inf,0.1320049813200498
Timoleón_Jiménez_es.wikipedia.org_mobile-web_all-agents,232243,803,545,390,-0.2071550112005149,0.48567870485678705
Eden_Hazard_de.wikipedia.org_all-access_all-agents,231316,803,544,739,-0.3260555038952626,0.9202988792029888
李宗瑞性侵案_zh.wikipedia.org_mobile-web_all-agents,229475,803,564,686,-inf,0.8542963885429639
希斯·萊傑_zh.wikipedia.org_desktop_all-agents,229352,803,538,803,-0.06974825942326142,1.0
Warcraft_(película)_es.wikipedia.org_desktop_all-agents,229164,803,550,554,-0.08834298112858105,0.6899128268991283
佐藤かよ_ja.wikipedia.org_desktop_all-agents,226812,803,546,796,-0.13303147407411584,0.9912826899128269
聖ウルスラ学院英智小学校・中学校・高等学校_ja.wikipedia.org_all-access_all-agents,226411,803,547,260,-0.18566402006325058,0.32378580323785805
田中淳子_ja.wikipedia.org_desktop_all-agents,226317,803,568,276,-0.4499923219070382,0.3437110834371108
Liste_de_langues_par_nombre_total_de_locuteurs_fr.wikipedia.org_mobile-web_all-agents,226044,803,549,625,-inf,0.7783312577833126
武林學校_zh.wikipedia.org_mobile-web_all-agents,225665,803,569,434,-inf,0.5404732254047323
流浪神差_zh.wikipedia.org_mobile-web_all-agents,224712,803,568,803,-0.04408598000078764,1.0
